,count,example,word-de,word-en,word-es
1468,3,Cuando los políticos eligen a sus votantes,Politik,political,políticos
1469,3,"Almeida pondrá marquesinas en el intercambiador de Cuatro Vientos, aunque son insuficientes para los ecologistas y la oposición",platziert,put,pondrá
1470,3,Powell abre la puerta a un recorte de tipos en septiembre por los riesgos económicos “cambiantes”,Powell,Powell,Powell
1471,3,"Patatas con alioli, una tapa de toda la vida fácil de preparar en casa",Vorbereitung,prepare,preparar
1472,3,Presidentes africanos para toda la vida,Präsidenten,Chairmen,Presidentes
1473,3,"Fava, el primo griego del hummus que se hace con guisantes amarillos",Cousin,cousin,primo
1474,3,"Monociclos, patinetes y bicicletas: he probado los mejores transportes eléctricos y te aconsejo cuál comprar",getestet,tested,probado
1475,3,El Gobierno rechaza el recurso de la promotora del Algarrobico contra la expropiación y acerca el momento de su demolición,Förderer,promoter,promotora
1476,3,Propietarios que alquilan solo en verano: “El ingreso puede triplicar o cuadruplicar el de una semana en temporada baja”,Eigentümer,Owners,Propietarios
1477,3,"La directora de Protección Civil acusa a los presidentes de Galicia, Castilla y León y Extremadura de pedir “imposibles”",Schutz,Protection,Protección
1478,3,"Silvia Álava, psicóloga: “El juego es un factor protector de la salud mental en la infancia”",Schutzkappe,Protector,protector
1479,3,El incendio de Jarilla arrasa “desbocado” 12.000 hectáreas en Extremadura y se aproxima a la provincia de Salamanca,Provinz,province,provincia
1480,3,Un cliente provoca un incendio en un bar porque no le sirven mayonesa,verursacht,cause,provoca
1481,3,El independentismo prueba alternativas para frenar la sentencia del ‘caso Sijena’,Test,test,prueba
1482,3,"Narcisismo, psicopatía y maquiavelismo: la tríada oscura, un vago constructo para explicar lo peor de la personalidad",Psychopathie,psychopathy,psicopatía
1483,3,Publicadas las primeras imágenes que revelan el misterioso proceso de implantación de un embrión humano,Veröffentlichungen,Published,Publicadas
1484,3,Los anuncios en redes sociales engañan a los usuarios: así se cuela la publicidad en Instagram,Werbung,advertising,publicidad
1485,3,La polarización política por los incendios llega a los pueblos,Dörfer,peoples,pueblos
1486,3,"Puerto Sherry como meca del pijerío de fiesta: “No somos pijas, sino bien vestidas”",Hafen,Port,Puerto
1487,3,El Ibex abandona su letargo y pone los 15.000 puntos en la diana,Punkte,points,puntos
1488,3,¿Pollo o pasta? Las aerolíneas no quieren derrochar tanta comida,Sie wollen...,They want to,quieren
1489,3,Un tinte para crear cristales que imitan al iris facilita la conversión de rascacielos e invernaderos en centrales energéticas,Wolkenkratzer,skyscrapers,rascacielos
1490,3,Las aseguradoras reciben las primeras reclamaciones de afectados por los incendios,erhalten,receive,reciben
1491,3,El PP reclama medios sin precedentes al Gobierno para intentar tapar su propia gestión de la crisis de los incendios,fordert,claims,reclama
1492,3,"Un recorrido por los precios de los restaurantes en Ibiza: “Mientras la gente lo pague, esto no va a cambiar”",Strecke,route,recorrido
1493,3,Un soldado israelí recuerda cómo usaron civiles de Gaza como escudos humanos: “Algo hizo clic en mi cabeza para siempre”,Erinnere dich,remember,recuerda
1494,3,El Gobierno rechaza el recurso de la promotora del Algarrobico contra la expropiación y acerca el momento de su demolición,Klage,resource,recurso
1495,3,"Ronaldo en la red, pasado y presente",Netzwerk,network,red
1496,3,"Verónica Álvarez, matemática: “Los algoritmos son herramientas que nos ayudan a tomar decisiones, no vienen a reemplazarnos”",Uns ersetzen,replace us”,reemplazarnos”
1497,3,La falta de avances en la reforma del profesorado amenaza con desatar una tormenta educativa en el inicio de curso,Reform,reform,reforma
1498,3,Un refugio climático en Barcelona: así es la casa de 26.000 ladrillos que evita el frío y el calor sin ninguna climatización,Unterschlupf,shelter,refugio
1499,3,La creación de empresas registra su mejor junio en 18 años,registriert,record,registra
1500,3,Lamine Yamal hace oficial en Instagram su relación con Nicki Nicole,Verhältnis,relationship,relación
1501,3,Como si Jesucristo te hablara en el móvil: la religión y la espiritualidad según una IA,Religion,religion,religión
1502,3,La tensión por el ‘caso Epstein’ lleva a Trump a renovar la cúpula del FBI,Erneuerung,renew,renovar
1503,3,El reparto de ‘Dawson crece’ se reunirá 20 años después por una buena causa,Verteilung,distribution,reparto
1504,3,Hijos de inmigrantes que se han convertido en referentes en una sociedad que se resiste a representar su diversidad,Darstellung,represent,representar
1505,3,Un reventón térmico en Granada sorprende a los bañistas y obliga a rescatar a cinco personas,Retten,rescue,rescatar
1506,3,Trump despide al responsable de la agencia tributaria de EE UU dos meses después de ser nombrado,verantwortlich,responsible,responsable
1507,3,"Target, uno de los gigantes del retail en EE UU, empeora resultados y reconoce “importantes obstáculos” por los aranceles",Ergebnisse,results,resultados
1508,3,Melania Trump amenaza con demandar a Hunter Biden por 1.000 millones de dólares si no retira que conoció a su marido a través del pederasta Epstein,Entfernen,withdraws,retira
1509,3,La retirada de Sinner en Cincinnati cubre de incógnitas el camino al US Open,Rücknahme,withdrawal,retirada
1510,3,La revolución vinícola del Mediterráneo y tres vinos para descubrirla,Revolution,revolution,revolución
1511,3,"Imagina bien, rinde mejor: el poder del entrenamiento psicológico en el deporte",rinde,♪ Give up ♪,rinde
1512,3,Rodrigo Paz y Tuto Quiroga se disputarán la presidencia de Bolivia en octubre,Rodrigo,Rodrigo,Rodrigo
1513,3,"Aviso rojo por calor extremo en Sevilla, Valencia y Tarragona, donde llegarán a los 44 y 42 grados",rot,red,rojo
1514,3,"Ronaldo en la red, pasado y presente",Ronaldo,Ronaldo,Ronaldo
1515,3,"Ruinas de parques acuáticos, restos de un ocio popular que nadie reivindica",Ruinen,Ruins,Ruinas
1516,3,"Huelga de Ryanair el puente de agosto: servicios mínimos, aeropuertos afectados e indemnizaciones",Ryanair,Ryanair,Ryanair
1517,3,BBVA recurre ante el Supremo las exigencias del Gobierno a su opa sobre el Sabadell,Sabadell,Sabadell,Sabadell
1518,3,Carlota Barrera: “Las mujeres sabemos lo que es sentirnos juzgadas. Por eso nuestra mirada cosifica menos”,Wir wissen es.,We know.,sabemos
1519,3,"Con frutas, almendras o hierbabuena: buenos gazpachos envasados que se salen de la receta tradicional",Kommen Sie raus.,They're coming out.,salen
1520,3,La UE reclama a Trump una salida a la guerra que proteja la seguridad de Ucrania y Europa,Ausgabe,exit,salida
1521,3,“Las faltas de ortografía son como salir a la calle con una mancha en la camisa”,Beenden,Get out.,salir
1522,3,Salvador Illa y la revolución pendiente,Salvador,Salvador,Salvador
1523,3,"Muere Jim Lovell, el astronauta que salvó al Apolo 13",Er hat gerettet.,Saved,salvó
1524,3,Daniel Barenboim resucita en Salzburgo,Salzburg,Salzburg,Salzburgo
1525,3,Disciplina sanciona al Betis con el cierre el parcial de una grada de La Cartuja por gritos xenófobos de la pasada liga,Sanktionen,sanctions,sanciona
1526,3,Lo que dice la ciencia sobre el sarcasmo: para entenderlo se necesita calle,Sarkasmus,sarcasm,sarcasmo
1527,3,"Con lunares, hombreras o chanclas: los secretos de cómo llevar el pantalón capri en 2025",Geheimnisse,secrets,secretos
1528,3,"‘El Patilla’, el cazador extremeño que mató a 32 perros de hambre y sed durante dos meses",Durst,thirst,sed
1529,3,Cómo aprovechar el verano para empezar a movernos más (y seguir haciéndolo),weiter,continue,seguir
1530,3,"Brasil da una segunda vida al ‘Corazón partío’, de Alejandro Sanz",Sekunde,second,segunda
1531,3,"La debilidad de la industria alemana lastra la economía europea, que creció solo un 0,1% en el segundo trimestre del año",Sekunde,second,segundo
1532,3,Irrumpe Rodrygo en el Real Madrid y Mbappé sentencia al Oviedo,Urteil,judgment,sentencia
1533,3,"Silvia Álava, psicóloga: “El juego es un factor protector de la salud mental en la infancia”",Silvia,Silvia,Silvia
1534,3,Simeone deja solo a Julián Alvarez y el Espanyol acaba remontando,Simeone,Simeone,Simeone
1535,3,Estados Unidos sube la recompensa por Maduro a 50 millones de dólares y lo vincula con el Cartel de Sinaloa,Sinaloa,Sinaloa,Sinaloa
1536,3,"Puerto Sherry como meca del pijerío de fiesta: “No somos pijas, sino bien vestidas”",Aber...,if not,sino
1537,3,Sobrevivir en la Cuba más desigual,Überleben,Survive,Sobrevivir
1538,3,El último negocio madrileño en la Puerta del Sol es Casa de Diego: “Somos lo que queda”,Sonne,Sun,Sol
1539,3,Lagarde reivindica en Jackson Hole el aterrizaje suave de la economía europea,weich,soft,suave
1540,3,Zelenski defiende los ataques en suelo ruso ante los recelos de Washington,Boden,soil,suelo
1541,3,El sueño de los pelotaris mallorquines de competir en la élite,Schlaf,sleep,sueño
1542,3,Mujeres y reporteras en Gaza: “Los hombres no sufren la misma presión que nosotras”,Sie leiden,suffer,sufren
1543,3,El Ibex supera los 15.000 puntos por primera vez en 18 años en un clima de optimismo bursátil global,mehr,exceeds,supera
1544,3,La nueva Joker es trans y lucha contra superhéroes fascistas: “EE UU es un imperio fundado en el racismo y la colonización”,Superhelden,superheroes,superhéroes
1545,3,Este vestido superventas sirve como camisón o para arreglarse un día de verano: cuesta menos de 10 euros,Überverkauf,Bestsellers,superventas
1546,3,Correos suspende de forma temporal los envíos de paquetes a Estados Unidos hasta adaptarse a los nuevos requerimientos arancelarios,Aussetzung,suspend,suspende
1547,3,"La Boqueria, el mejor mercado del mundo, busca su modelo entre vecinos y turistas: “Cuando un cliente deja de venir, sé que no tiene relevo”",Ich weiß.,I know.,sé
1548,3,“Los mapas no son dibujos inocentes”: África exige un cambio en la cartografía que muestre el tamaño real del continente,Größe,size,tamaño
1549,3,Un preso degüella a su compañero de celda en la cárcel de Murcia I con la tapa de una lata,Deckel,cap,tapa
1550,3,25 temazos de menos de dos minutos que se crearon antes de la era TikTok,Temazos,temazos,temazos
1551,3,"“La Boti”, la farmacéutica que unificó a los habitantes del Casco Antiguo de Alicante, tendrá una calle",Sie haben...,You'll have,tendrá
1552,3,"El Gobierno de Sánchez quiere rescatar el tren fantasma del PP, que costó 162 millones, nunca se usó y Ayuso no logró terminar",beenden,finish,terminar
1553,3,"Las Islas Marshall, el último país del mundo en armar una selección y saltar al terreno de juego",Boden,ground,terreno
1554,3,"La vida de Andry Hernández tras dejar la cárcel del terror de Bukele: “Nuestros cuerpos están en libertad, pero nuestras mentes siguen allá”",Schrecken,Terror,terror
1555,3,Ser celíaco en tiempos de modernos: “Decir que una dieta sin gluten es más sana es una creencia popular falsa”,Zeit,times,tiempos
1556,3,Un tinte para crear cristales que imitan al iris facilita la conversión de rascacielos e invernaderos en centrales energéticas,Farbe,dye,tinte
1557,3,La ordenanza de Toledo para regular el turismo masivo: “Sientes que estorbas en tu ciudad”,Toledo,Toledo,Toledo
1558,3,La falta de avances en la reforma del profesorado amenaza con desatar una tormenta educativa en el inicio de curso,Sturm,storm,tormenta
1559,3,El “infradiagnóstico” de las muertes de trabajadores por calor: “Los datos no recogen lo que está pasando”,Arbeitnehmer,workers,trabajadores
1560,3,"Con frutas, almendras o hierbabuena: buenos gazpachos envasados que se salen de la receta tradicional",Traditionell,traditional,tradicional
1561,3,Una mujer trans estadounidense acude a la justicia de Países Bajos en busca de asilo político,trans,trans,trans
1562,3,"Más allá del coche: trucos de Google Maps para peatones, ciclistas y usuarios de transporte público",Transport,transport,transporte
1563,3,El patio trasero de la IA. Un mapa de la fiebre del oro del siglo XXI,Hintern,rear,trasero
1564,3,Las negociaciones para lograr el primer tratado contra la contaminación por plástico vuelven a fracasar,ng,Treaty,tratado
1565,3,Las temperaturas extremas no dan tregua: Aemet prolonga la ola de calor hasta el jueves próximo,Waffenstillstand,truce,tregua
1566,3,"La debilidad de la industria alemana lastra la economía europea, que creció solo un 0,1% en el segundo trimestre del año",Quartal,quarter,trimestre
1567,3,España recibe un triple golpe judicial en EE UU por el recorte renovable y abre la puerta a más embargos,Dreifach,triple,triple
1568,3,La revolución de sillas plegables para la playa triunfa en Amazon a un precio irresistible,Erfolg,triumphs,triunfa
1569,3,13 fallecidos en accidentes de tráfico durante el puente de la Virgen de Agosto,Verkehr,traffic,tráfico
1570,3,La subida de precios y el pinchazo de Alemania alejan el hito de los 100 millones de turistas,Touristen,tourists,turistas
1571,3,Salah critica el homenaje de la UEFA al “Pelé palestino” por no especificar las causas de su muerte,UEFA,UEFA,UEFA
1572,3,La orden judicial de desalojo de un hotel del Reino Unido con solicitantes de asilo da alas a la ultraderecha,Ultrarechts,ultra-right,ultraderecha
1573,3,Starmer y Zelenski escenifican la unidad europea en su apoyo a Ucrania un día antes de la reunión de Trump y Putin en  Alaska,Einheit,unit,unidad
1574,3,La adicción a las series de policías y médicos: “Es reconfortante ver a alguien en uniforme frente al caos mientras estás en pijama en el sofá”,uniform,uniform,uniforme
1575,3,"Narcisismo, psicopatía y maquiavelismo: la tríada oscura, un vago constructo para explicar lo peor de la personalidad",Vaginal,vagus,vago
1576,3,El cambio climático amenaza los castillos del valle del Loira,Tal,valley,valle
1577,3,Umberto Eco y la vecina argentina de Valencia a la que ‘salvó’ de la dictadura,Nachbarin,neighbor,vecina
1578,3,"Si buscas un regalo especial, estos son los 10 vinilos más vendidos de la temporada",verkauft,sold,vendidos
1579,3,Sobras con una Estrella Verde Michelin,Grün,Green,Verde
1580,3,"Última hora de la guerra de Rusia y Ucrania, en directo | Zelenski y los líderes europeos celebran una “reunión preparatoria” antes de verse con Trump",sehen,see,verse
1581,3,"Tortilla murciana, la versión más veraniega de la tortilla de patatas",Version,version,versión
1582,3,Los 20.000 libros que inspiraron los viajes de Corto Maltés,Reisen,travel,viajes
1583,3,José Sánchez (Dorsia): “Las intervenciones estéticas a veces cambian vidas”,Leben in der Welt,lives”,vidas”
1584,3,Claire Marin (filósofa): “Separarse es estar dispuesto a reconfigurar gran parte de tu vida”,Leben in der Schale,life”,vida”
1585,3,La purga de Rosario Murillo aterra a la vieja guardia sandinista,alt,Old,vieja
1586,3,"Verónica Álvarez, matemática: “Los algoritmos son herramientas que nos ayudan a tomar decisiones, no vienen a reemplazarnos”",kommen.,They're coming.,vienen
1587,3,Estados Unidos sube la recompensa por Maduro a 50 millones de dólares y lo vincula con el Cartel de Sinaloa,verbindet,link,vincula
1588,3,13 fallecidos en accidentes de tráfico durante el puente de la Virgen de Agosto,Jungfrau,Virgin,Virgen
1589,3,¿Teñirse o no teñirse?: “El 80% de mujeres se han visto obligadas a hacerlo para no recibir malos comentarios”,gesehen,seen,visto
1590,3,Cansancio y exceso de vitaminas: la consecuencia menos conocida de las bebidas energéticas,Vitamine,vitamins,vitaminas
1591,3,Un matrimonio detenido por estafar 143.000 euros a un anciano enfermo que vivía solo,Er lebte.,I was alive.,vivía
1592,3,Barcelona activa un plan para proteger a la población vulnerable ante el peligro alto de calor,anfällig,vulnerable,vulnerable
1593,3,El futuro de Mediaset Infinity: se abrirá a la moda de los vídeos de ficción cortos y seguirá apostando por las artes marciales mixtas,Videos,videos,vídeos
1594,3,De los banquetes romanos a la opulencia de Warhol: la fiesta no se acaba nunca,Warhol,Warhol,Warhol
1595,3,Disciplina sanciona al Betis con el cierre el parcial de una grada de La Cartuja por gritos xenófobos de la pasada liga,Xenophobie,xenophobes,xenófobos
1596,3,"Ter Stegen, en el Gamper: “Ha sido importante solucionar el tema entre el club y yo, y es momento de mirar hacia adelante”",Ich...,Me.,yo
1597,3,Yolanda Pérez (Stage): “Hay mucha gente que está trayendo cosas que ni siquiera son musicales”,Yolanda,Yolanda,Yolanda
1598,3,"En el taller de Nude Project, la marca que obsesiona a la generación Z: “El mundo no necesita más sudaderas, pero la gente sí quiere pertenecer a algo”",Z,Z,Z
1599,3,¿Apagar el aire acondicionado cuando no se está en casa ahorra energía? Tres ingenieras hacen números,Ausschalten,Turn it off.,¿Apagar
1600,3,¿Cuánta energía consume cada pregunta a la IA?: como ver la televisión nueve segundos,Wie viel?,How much?,¿Cuánta
1601,3,Claves sobre la cumbre en Alaska: ¿por qué Trump recibe a Putin? ¿Pueden lograr la paz en Ucrania?,Könnt ihr das?,Can you,¿Pueden
1602,3,"El mercado en máximos, ¿y ahora qué?",Und?,And,¿y
1603,3,"Silvia Álava, psicóloga: “El juego es un factor protector de la salud mental en la infancia”",Alava,Álava,Álava
1604,3,"Verónica Álvarez, matemática: “Los algoritmos son herramientas que nos ayudan a tomar decisiones, no vienen a reemplazarnos”",Alvarez,Alvarez,Álvarez
1605,3,"José María Ángel, excomisionado del Gobierno para la dana, hospitalizado tras un intento de suicidio",Angel,Angel,Ángel
1606,3,El sueño de los pelotaris mallorquines de competir en la élite,Elite,elite,élite
1607,3,‘Invasión’: el éxito de la serie de ciencia ficción de Apple está en el interior de cada uno de nosotros,Erfolg,success,éxito
1608,3,Autolesionarse o humillarse en directo: el único freno es el que imponga la audiencia,einzigartig,single,único
1609,3,Los diez libros de la semana en ‘Babelia’,Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babelia-Babenia-Babelia-Babelia-Babela-Babelia-Babela-Ba-Babela-Babela-Babela-Babela-Babela-Babela-Bla-Bla-Ba-Ba-Babela-Ba-Bla-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Bla-Bla-Ba-Babe-Ba-Ba-Ba-Ba-Babela-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Bla-Ba-Ala-Ala-Ba-Ba-Bla-Ba-Ba-Ba-Ba-Bla-Babe-Babe-Babe-Babe-Babe-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba-Ba,‘Babelia’,‘Babelia’
1610,3,Modo ‘beta’ global: el experimento masivo de la IA,Benzylbeta-butoxycarbonyl,‘beta’,‘beta’
1611,3,El FBI clausura la web de una agencia de viajes anunciada por varios ‘influencers’ y Vito Quiles,Hlainginfluencers Hlaing,‘influencers’,‘influencers’
1612,3,Pedro Piqueras abandona la jubilación y vuelve a la televisión como analista de ‘Mañaneros 360’,HELIOS,’,’
1613,3,Un dispositivo lee el pensamiento de personas en tiempo real solo si imaginan la contraseña “chittychittybangbang”,Chittychittybangbang Hlaing,“chittychittybangbang”,“chittychittybangbang”
1614,3,"La Boqueria, el mejor mercado del mundo, busca su modelo entre vecinos y turistas: “Cuando un cliente deja de venir, sé que no tiene relevo”",Wann?,“When,“Cuando
1615,3,Las primeras palabras de Haakon de Noruega tras la imputación de Marius Borg Høiby por cuatro delitos de violación: “Ha sido desafiante y difícil”,HELIOS,“Ha,“Ha
1616,3,32 horas en un pueblo confinado por el fuego: “Nos vino a la memoria la pandemia”,"""Wir""",“We,“Nos
1617,3,El último negocio madrileño en la Puerta del Sol es Casa de Diego: “Somos lo que queda”,Wir sind...,“We are,“Somos
1618,3,Itziar Miranda: “Un periodista me preguntó cómo había llegado tan lejos sin ser guapa. Esa pregunta no se la hacen a Javier Gutiérrez”,EIN,“A,“Un
1619,2,La “aparente integración” de los nueve jóvenes de Ripoll que perpetraron el 17-A,-A,-A.,-A
1620,2,Mueren 32 perros por inanición en Badajoz tras ser abandonados sin agua ni comida desde junio,verlassen,Abandoned,abandonados
1621,2,La agencia de inmigración de EE UU detiene de nuevo al salvadoreño Kilmar Abrego,Umarmung,Abrego,Abrego
1622,2,PSOE y PP abren una guerra por la gestión de los incendios que asolan Castilla y León y Galicia,öffnen,open,abren
1623,2,El Poder Judicial investiga al juez Peinado por su polémico interrogatorio a Bolaños de abril,April,April,abril
1624,2,El futuro de Mediaset Infinity: se abrirá a la moda de los vídeos de ficción cortos y seguirá apostando por las artes marciales mixtas,öffnen,open,abrirá
1625,2,"Última hora del conflicto en Oriente Próximo, en directo |  Netanyahu defiende que “tomar el control” de Ciudad de Gaza es la mejor manera de acabar con Hamás",Ende,Finish,acabar
1626,2,13 fallecidos en accidentes de tráfico durante el puente de la Virgen de Agosto,Unfälle,accidents,accidentes
1627,2,La UE acelera las concesiones a Trump para hacer efectivo el arancel del 15% en sus coches,beschleunigt,Speed up.,acelera
1628,2,Convocar una huelga y acudir a trabajar: la estrategia del personal del Hospital La Paz para conseguir refuerzos,n.v.,Come on in.,acudir
1629,2,"La directora de Protección Civil acusa a los presidentes de Galicia, Castilla y León y Extremadura de pedir “imposibles”",Anklage,accuses,acusa
1630,2,Italia detiene a un ucranio acusado del sabotaje del gasoducto Nord Stream en 2022,Angeklagt,Accused,acusado
1631,2,Correos suspende de forma temporal los envíos de paquetes a Estados Unidos hasta adaptarse a los nuevos requerimientos arancelarios,Anpassung,adapt,adaptarse
1632,2,La adicción a las series de policías y médicos: “Es reconfortante ver a alguien en uniforme frente al caos mientras estás en pijama en el sofá”,Sucht,addiction,adicción
1633,2,El gobierno de Ayuso solo ha comprado cinco de las 175 viviendas sociales que se comprometió a adquirir hace un año,erwerben,purchase,adquirir
1634,2,El Gobierno declarará zona catastrófica las áreas afectadas por los incendios el próximo martes,Betroffene,affected,afectadas
1635,2,"Los meteorólogos niegan que una masa de aire sahariano afecte a Madrid, como informa la Comunidad: lo atribuyen al humo de los incendios",Beeinträchtigung,affect,afecte
1636,2,Al menos 71 muertos en un accidente de tráfico en Afganistán,Afghanistan,Afghanistan,Afganistán
1637,2,Quiénes son los que más se ahogan en España: hombres mayores de 65 años en playas,Ertrinken,They're drowning.,ahogan
1638,2,Turkish Airlines prepara una oferta por Air Europa tras la renuncia de Lufthansa,Air,Air,Air
1639,2,Trump acaba con el aislamiento de Putin sin lograr el alto el fuego en Ucrania,Isolierung,isolation,aislamiento
1640,2,Alarma en Ucrania por un avance relámpago ruso en el frente de Pokrovsk,Alarm,Alarm,Alarma
1641,2,Probamos los mejores pastilleros con alarmas,Alarme,alarms,alarmas
1642,2,"Manel Vidal, Montse Albets i Marina Garcés, pròxims convidats al Club del Quadern",Albets,Albets,Albets
1643,2,La nueva alcaldesa de Carrascal de Barregas obliga a tres concejales del PP y dos del PSOE a devolver 8.000 euros de gastos en bares y en gasolina,Bürgermeisterin,mayor,alcaldesa
1644,2,El fuego alcanza el internado del King’s College: “Es como si se hubiera quemado mi casa”,erreicht,That's enough.,alcanza
1645,2,CaixaBank refuerza su dominio en pagos móviles al alcanzar casi cinco millones de clientes,erreichen,reach,alcanzar
1646,2,Una mujer se cambia por el conductor en un control y da positivo por alcohol  y cocaína,Alkohol,alcohol,alcohol
1647,2,"‘Nuevo elogio del imbécil’, cínico alegato sobre la extinción de la inteligencia",Plädoyer,pleading,alegato
1648,2,"La debilidad de la industria alemana lastra la economía europea, que creció solo un 0,1% en el segundo trimestre del año",Deutsch,German,alemana
1649,2,"Álex Mumbrú: “Soy como los alemanes, muy cuadriculado”",Deutsch,German,alemanes
1650,2,Los últimos supervivientes de Hiroshima alertan al mundo del riesgo de otro conflicto nuclear: “No hemos aprendido nada en 80 años”,Warnungen,alert,alertan
1651,2,"En el taller de Nude Project, la marca que obsesiona a la generación Z: “El mundo no necesita más sudaderas, pero la gente sí quiere pertenecer a algo”",Irgendwas Hemdes,something”,algo”
1652,2,"Pedro Velázquez, jefe de la Guardia Urbana: “No es normal que no podamos recoger algunas denuncias”",einige,some,algunas
1653,2,El lento renacer del espigueo como solución al derroche alimentario,Lebensmittel,food,alimentario
1654,2,"Última hora de los incendios en España, en directo | La lluvia en Picos de Europa ayuda a aliviar los fuegos en la zona norte de León",Mildern,relieve,aliviar
1655,2,"La vida de Andry Hernández tras dejar la cárcel del terror de Bukele: “Nuestros cuerpos están en libertad, pero nuestras mentes siguen allá”",Da drüben.,there”,allá”
1656,2,Las 3 mejores almohadas de Amazon son estas (viscoelásticas y duraderas),Kissen,pillows,almohadas
1657,2,Propietarios que alquilan solo en verano: “El ingreso puede triplicar o cuadruplicar el de una semana en temporada baja”,vermieten,rent,alquilan
1658,2,Quiero alquilar una casa por 6.000 euros al mes (paga la empresa): los expatriados calientan el sector de las viviendas de lujo,mieten,rent,alquilar
1659,2,"La ola de calor se despide con avisos en Alicante y Murcia por altas temperaturas y un récord de 45,8 grados en Jerez de la Frontera",hoch,high,altas
1660,2,Un muerto y ocho heridos en un accidente de una furgoneta a la altura de Vila-Seca (Tarragona),Höhe,height,altura
1661,2,El empresario que financió a Alvise denuncia el asalto a su casa de hombres armados para robarle dos millones de euros en criptomonedas y relojes,Alvise,Alvise,Alvise
1662,2,Seis premios Nobel alzan la voz contra Trump: “Tardaremos décadas en recuperarnos”,Alzan,alzan,alzan
1663,2,"Jaime Anglada, amigo del rey Felipe VI, grave tras ser arrollado en Palma por un coche que se dio a la fuga",Kumpel.,Dude.,amigo
1664,2,El inicio ‘poco amistoso’ de Xabi Alonso en el Real Madrid,freundlicher Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol-Styrol,friendly’,amistoso’
1665,2,"Mark Zuckerberg amplía su ‘búnker’ en Palo Alto: compra más casas, monta una escuela y compensa con regalos a vecinos molestos",erweitert,enlarge,amplía
1666,2,"Bárbara Rey, la Pantoja, Ana Obregón... el imperio del papel couché: “Las redes sociales han matado el corazón”",Ana,Ana,Ana
1667,2,Un libro analiza las 150 hierbas que han dado lugar a los mejores cócteles de la historia,n,parse,analiza
1668,2,"La vida de Andry Hernández tras dejar la cárcel del terror de Bukele: “Nuestros cuerpos están en libertad, pero nuestras mentes siguen allá”",Andry.,Andry,Andry
1669,2,"Jaime Anglada, amigo del rey Felipe VI, grave tras ser arrollado en Palma por un coche que se dio a la fuga",Anglada,Anglada,Anglada
1670,2,Jennifer Aniston dice que su luto por Matthew Perry comenzó mucho antes de su muerte: “Hay una parte de mí que piensa que esto es mejor”,Aniston,Aniston,Aniston
1671,2,Ester Expósito: “Las personas que tenemos ansiedad sabemos lo que cuesta disfrutar. Nunca estás presente”,Angst,anxiety,ansiedad
1672,2,La Fiscalía pide a la Audiencia que ordene el borrado de los antecedentes de Garzón,Hintergrund,background,antecedentes
1673,2,"La IA descubre antibióticos en arqueas, los microorganismos que explican el origen de la vida compleja",Antibiotika,antibiotics,antibióticos
1674,2,Los operadores bloquean 50 millones de llamadas y sms fraudulentos tras el plan antiestafas,Antistaphen,anti-staph,antiestafas
1675,2,Los fármacos antiobesidad podrían reducir el riesgo de desarrollar cáncer en personas obesas,Anti-Adipositas,antiobesity,antiobesidad
1676,2,"El camerunés que ha corrido 19 maratones, de la Antártida hasta Sidney, vestido con el traje tradicional de su país",Antarktis,Antarctica,Antártida
1677,2,El FBI clausura la web de una agencia de viajes anunciada por varios ‘influencers’ y Vito Quiles,angekündigt,announced,anunciada
1678,2,Política y vacaciones: cuando el PP reclamaba a Sánchez aparcar su veraneo por la caída de Kabul,Parken,parking,aparcar
1679,2,Europa aplaude las garantías de seguridad ofrecidas por EE UU a Ucrania y rechaza el veto ruso a su adhesión a UE y OTAN,applaudieren,Clapsy.,aplaude
1680,2,"Muere Jim Lovell, el astronauta que salvó al Apolo 13",Apollo,Apollo,Apolo
1681,2,‘Invasión’: el éxito de la serie de ciencia ficción de Apple está en el interior de cada uno de nosotros,Apple,Apple,Apple
1682,2,Los últimos supervivientes de Hiroshima alertan al mundo del riesgo de otro conflicto nuclear: “No hemos aprendido nada en 80 años”,gelernt,Learned,aprendido
