,count,example,word-de,word-en,word-es,word-fr,word-zh
1368,2,"Conservative roadmap targets Medicaid, student loans for Trump's 'big, beautiful' sequel",Groß,'big,"""Grande""",Grosse,# 大
1369,2,College sorority 'cold rooms' get the hot spotlight in viral social media trend,"""Kälte""",'cold,'frío,'froid,寒冷
1370,2,Dems face scrutiny over congressional representation gaps in blue states: 'Don't have clean hands',Nicht!,'Don't,'No lo hagas,Ne fais pas ça.,"""别"""
1371,2,Mookie Betts reveals what makes Brewers legit World Series contenders: 'Good recipe over there',"""Gute Arbeit.",'Good,Bien.,Très bien.,好
1372,2,Michelle Obama likens ESPN to reality TV: 'It's just sociological drama',Es ist,'It's,'Es,C'est,# 这是 # # # It's # # It's #
1373,2,Rubio hails Trump as 'only leader in the world' who can broker Ukraine peace deal after talks,Nur,'only,'solo,"""seulement""",仅“
1374,2,TikTok's viral '6-6-6' walking routine burns fat without grueling workouts,"- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",-,- ¡No! - ¡No!,- Oui.,- 带
1375,2,"Cracker Barrel abandons customers, female enlistment surges, and more from Fox News Opinion",gibt auf,abandons,abandona,abandons,被抛弃者所放弃的
1376,2,Europe is ablaze,in Flammen aufgehen,ablaze,en llamas,enflammé,烟雾
1377,2,Public school teacher reveals years-long effort to expose alleged student abortion scandal,Abtreibung,abortion,aborto,avortement,堕胎堕胎
1378,2,"Jillian Michaels blasts 'Biggest Loser' doc as 'an egregious lie,' debating legal action",Maßnahme,action,acción,Mesures à prendre,行动和行动行动
1379,2,"Meet Mamdani's radical advisory circle that includes communist activist, anti-Israel advocates",Aktivist,activist,activista,activiste,活动家
1380,2,Reparations relic: South Africa’s attempt to address inequality has gone awry,Anschrift,address,dirección,Adresse,地址地址地址地址地址地址
1381,2,Cuomo addresses COVID-era decisions as NYC mayoral race brings renewed light to past criticism,Anschriften,addresses,direcciones,Adresses,地址地址地址地址地址地址地址
1382,2,"Dr. James Dobson, Focus on the Family founder and advisor to 5 presidents, dead at 89",Berater,advisor,advisor,Conseiller,顾问顾问
1383,2,Reparations relic: South Africa’s attempt to address inequality has gone awry,Afrika,Africa’s,África,Afrique,非洲
1384,2,"Denise Richards admits nasty split is heartbreaking, 'never thought I'd get divorced again'","Noch einmal""",again',¡Otra vez!,"encore""",再次'
1385,2,Top Trump agency slashes billions in government waste with move to expose 'abuse' of US tax dollars,Agentur,agency,agencia,organisme,代理机构
1386,2,9th ex-Biden aide appears before House Oversight investigators in autopen probe,Aids,aide,aide,Aide,辅助
1387,2,FIRST ON FOX: Retired Air Force colonel who piloted last flight out of Afghanistan reveals new mission,Luft,Air,Aire,Dans l'air,空运
1388,2,Local entrepreneur sounds alarm on local leaders over viral street attack: 'Democrat monopoly',Alarmanlage,alarm,alarma,alarme,提醒提醒提醒
1389,2,Alaska governor hopes for end to Ukraine war as state prepares for historic Trump-Putin summit,Alaska,Alaska,Alaska,Alaska,阿阿拉斯加
1390,2,Former Elizabeth Warren foe flips script on her alliance with Mamdani: 'Party of the extreme left',Allianz,alliance,alianza,de l ' alliance,联盟联盟
1391,2,"Meta AI docs exposed, allowing chatbots to flirt with kids",Ermöglichung,allowing,permitiendo,permettant,允许
1392,2,Americans' perception of discrimination against Black people dropped in last four years,Amerikaner,Americans',Americanos',États-Unis,美籍美国人
1393,2,Pamela Anderson doubles down on claims that Sylvester Stallone once offered her gifts to be his 'No. 1 girl',"L 347 vom 20.12.2013, S. 671.",Anderson,Anderson,M. Anderson (États-Unis d'Amérique),安德森
1394,2,Nagasaki mayor issues chilling warning on 80th anniversary of atomic bombing,Jahrestag,anniversary,aniversario,anniversaire,周年纪念十周年
1395,2,An anonymous chef serves up stories of food and flings,anonym,anonymous,anónimo,anonyme,匿名
1396,2,"Meet Mamdani's radical advisory circle that includes communist activist, anti-Israel advocates",Anti-Israel,anti-Israel,contra Israel,contre Israël,反对以色列
1397,2,US ally summons Trump ambassador over 'unacceptable' antisemitism allegations,Antisemitismus,antisemitism,antisemitismo,antisémitisme,反犹太主义
1398,2,9th ex-Biden aide appears before House Oversight investigators in autopen probe,erscheint,appears,aparece,apparaît,显示时
1399,2,Chicago mayor says applicants for flood relief need not reveal if they’re in the US illegally,Antragsteller,applicants,solicitantes,demandeurs,申请人
1400,2,China’s local governments are approaching a fiscal black hole,sich nähern,approaching,aproximándose,approche,接近
1401,2,Video shows Arkansas hiking murder suspect arrested mid-haircut,Arkansas,Arkansas,Arkansas,Arkansas,阿肯色州
1402,2,"Trump to host Armenia, Azerbaijan leaders ahead of peace pledge as White House eyes Nobel Peace Prize",Armenien,Armenia,Armenia,Arménie,亚美尼亚 亚美尼亚
1403,2,Brian Walshe murder trial: Prosecutors say husband dismembered wife Ana to dodge prison in art fraud case,Art.-Nr.,art,arte,et de l ' art,艺术艺术艺术艺术
1404,2,Kamala Harris scolds 'piling on' against Joe Biden when asked about separating herself during 2024 campaign,gefragt,asked,pregunta,demandé,问 问 问 问
1405,2,First RIT women's track runner comes forward about sharing team and locker room with viral trans athlete,Sportler,athlete,atleta,athlète,运动员
1406,2,"Billy Joel to close Long Island motorcycle shop, auction off collection due to brain disorder diagnosis",Versteigerung,auction,subasta,vente aux enchères,拍卖拍卖
1407,2,Top law enforcement agency offers cash awards for tips leading to DC arrests amid Trump's crime crackdown,Auszeichnungen,awards,premios,Prix,裁定赔偿金
1408,2,Reparations relic: South Africa’s attempt to address inequality has gone awry,ärgerlich,awry,awry,S'il vous plaît.,
1409,2,"Trump to host Armenia, Azerbaijan leaders ahead of peace pledge as White House eyes Nobel Peace Prize",Aserbaidschan,Azerbaijan,Azerbaiyán,Azerbaïdjan,阿塞拜疆 阿塞拜疆 阿塞拜疆
1410,2,'I warned you': Left-wing governor scraps migrant shelter plan after $1B blowup,B,B,B,B,"BB ,B"
1411,2,Tennessee manhunt for quadruple murder suspect tied to ‘targeted attack’ after baby found abandoned: DA,Baby,baby,bebé,bébé,婴 婴 婴 婴
1412,2,Trump signs executive orders to eliminate no-cash bail for suspects in DC and nationwide,Kaution,bail,fianza,mise en liberté sous caution,保释
1413,2,Former Disney child star woke up to 'zero dollars' in bank account after nearly 20 years in showbiz,Bank,bank,banco,banque,银行银行
1414,2,India’s government bans fantasy sports games,Verbote,bans,prohibiciones,interdictions,禁止禁止
1415,2,"Roger Clemens thanks Trump for Baseball Hall of Fame support, hits back at critics",Baseball,Baseball,Béisbol,Baseball,棒球棒球棒球
1416,2,"Adam Page, Toni Storm retain AEW titles at Forbidden Door; Will Ospreay faces Death Riders beatdown",Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown-Beatdown,beatdown,golpiza,battement,击打
1417,2,"Conservative roadmap targets Medicaid, student loans for Trump's 'big, beautiful' sequel","Schön.""",beautiful',¡Hermosa!,Magnifique.,美丽
1418,2,Victoria and David Beckham keep spark alive after 26 years as family rift lingers,Beckham,Beckham,Beckham,Beckham,贝克汉
1419,2,JIMMY FAILLA: Bud Light should hire Sydney Sweeney and make beer sales great again,Bier,beer,Cerveza,bière,啤酒啤酒
1420,2,Why didn't anyone break up Cincinnati beating? Bystander behavior expert explains,Verhalten,behavior,comportamiento,comportement,行为行为
1421,2,Idaho murder documents reveal victim's stalking fears and Kohberger's 'inappropriate behavior' at school,"Verhalten""",behavior',Comportamiento,comportement',行为
1422,2,Putin’s “land swap” is really a grab for Ukraine’s fortress belt,Gurt,belt,Cinturón,Ceinture,带带
1423,2,Mookie Betts reveals what makes Brewers legit World Series contenders: 'Good recipe over there',Betten,Betts,Betts,Paris,贝都士
1424,2,BROADCAST BIAS: Networks distort what Trump really wants to fix about our museums,BIAS,BIAS,BIAS,BIAS,BIA 机构
1425,2,High school student wins fight to display Bible verses in parking spot after school faces legal pressure,Bibel,Bible,Biblia,La Bible,圣经圣经
1426,2,Schwarzenegger pushing back against Newsom redistricting bid in California,Angebot,bid,oferta,soumission,投标投标投标
1427,2,"Biden’s auto-pen pardons disturbed DOJ brass, docs show, raising questions whether they are legally binding",Bidens,Biden’s,Biden’s,Bidens,拜登
1428,2,America’s biggest ask in Asia,größte,biggest,mayor,plus gros,最大
1429,2,Cowboys owner blames Micah Parsons’ agent for stalled contract negotiations: ‘Told us to stick it up our a--’,Schuldzuweisungen,blames,culpas,blâmes,责 责 责 责
1430,2,Blighty newsletter: How Britain became a theft capital,Schrecklich,Blighty,Blighty,Blighty,灰暗
1431,2,Blue city rattled as alleged serial attacker preys on women in ritzy neighborhood,Blau,Blue,Azul,Bleu,蓝蓝色
1432,2,James Comer praises Kash Patel for 'holding deep state accountable' as FBI raids John Bolton's home,Bolton's,Bolton's,Bolton's,Chez Bolton,博尔顿
1433,2,Conservative 'playbook' to beat Democrats in court outlined in senator's new book,Buch,book,libro,livre,书书本
1434,2,The four years when old New York died and a new one was born,geboren,born,Nacidos,né(e),出生 出生 出生 出生 出生 出生 出生 出生 出生 出生 出生 出生 出生 出生 出生 出生
1435,2,"The US in brief: Bowser keeps calm, Democrats rage",Bowser,Bowser,Bowser,Abat-jour,弓箭
1436,2,Amy Bradley case hinges on 'somebody remembering' as investigators hunt for new leads 27 years later: expert,Bradley,Bradley,Bradley,Bradley,布拉德利
1437,2,"Wild brawl breaks out among fans in stands at WWE SummerSlam, caught on video",Krabbe,brawl,riña,C'est une bagarre.,中瓦瓦
1438,2,"Las Vegas tourism controversies, plus 9 high-fiber bread options",Brot,bread,pan,pain,面包面包
1439,2,Brian Walshe murder trial: Prosecutors say husband dismembered wife Ana to dodge prison in art fraud case,BRANKREICH,Brian,Brian,"C'est quoi, ça ?",布赖恩
1440,2,Christie Brinkley admits forever might be too long for modern marriage,Brinkley,Brinkley,Brinkley,Brinkley,布林克利
1441,2,Father of Celtics star Jaylen Brown arrested for attempted murder after alleged parking lot dispute,Braun,Brown,Marrón,Marron,棕色
1442,2,Browns coach adds to quarterback intrigue following Shedeur Sanders' great preseason debut,Braungewächse,Browns,Marrones,Marronneries,棕色
1443,2,TikTok's viral '6-6-6' walking routine burns fat without grueling workouts,Verbrennungen,burns,quemaduras,brûlures,烧灼
1444,2,The Who's Pete Townshend says he has only five years left in show business career,Unternehmen,business,negocios,entreprises,商业、商业、商业、商业、商业和商业
1445,2,The US in brief: California’s referendum on revenge,Kalifornien,California’s,California’s,California,加利福尼亚州
1446,2,"Chicago residents call Obama Presidential Center a 'monstrosity,' fear they'll be displaced: report",Anruf,call,Llamada,Appel,调 调 调 调
1447,2,Bama Rush star steps back from recruitment that coach called ‘psychological warfare’,aufgerufen,called,llamada,appelé,调号 -- -- 调号 -- --
1448,2,"The US in brief: Bowser keeps calm, Democrats rage",Ruhe,calm,calma,calme,平静平静
1449,2,Trump admin slams ACLU for comparing ICE center to Japanese internment camp: 'Deranged and lazy',Lager,camp,campamento,camp,营地营地
1450,2,"Denzel Washington blasts cancel culture, says faith matters more than followers",Annullieren,cancel,cancelar,annuler,取消取消取消
1451,2,FIRST ON FOX: Texas' Ken Paxton endorses candidate to succeed him as attorney general,Anwärter,candidate,candidato,candidat,候选人
1452,2,Why Italy’s next cultural capital looks like a disaster zone,Kapital,capital,capital,capitaux,资本资本
1453,2,GOP showdown: South Carolina Attorney General Alan Wilson accuses Rep. Nancy Mace of 'ranting and raving',"L 347 vom 20.12.2013, S. 671.",Carolina,Carolina,Caroline,卡罗来纳州
1454,2,"Farewell to Carrie Bradshaw, TV’s exasperating, enduring heroine",Kirsche,Carrie,Carrie,Carburant,卡莉
1455,2,Gangs are using increasingly sophisticated kit to steal cars,Fahrzeuge,cars,automóviles,voitures,汽车汽车
1456,2,"Wild brawl breaks out among fans in stands at WWE SummerSlam, caught on video",gefangen,caught,capturados,capturés,被抓获
1457,2,"Swimming pools are cauldrons of envy, danger and lust","Herstellen aus Vormaterialien jeder Position, ausgenommen aus Vormaterialien derselben Position wie die hergestellte Ware, ausgenommen aus Vormaterialien derselben Position wie die hergestellte Ware:",cauldrons,calderos,les chaudrons,二次烷
1458,2,John Cena's final SummerSlam match headlines Night 2 of premium live event,Cena's,Cena's,Cena's,Cena's,Cena 餐厅
1459,2,Longtime Trump ally formally succeeds Whatley as Republican Party chair,Vorsitz,chair,silla,Président,椅子 椅子
1460,2,Moscow police chief challenges claims Bryan Kohberger mentioned Kaylee Goncalves by name during attack,Herausforderungen,challenges,desafíos,Défis à relever,挑战挑战挑战
1461,2,Yankees World Series champion says he'd be 'very surprised' if team misses postseason despite struggles,Champion,champion,campeón,championne,冠军冠军
1462,2,PGA Tour golfer Ben Griffin says he 'overdosed' on creatine amid bad start to BMW Championship final round,Meisterschaft,Championship,Campeonato,Championnat,冠军锦标赛
1463,2,Chargers' Denzel Perryman released without charges after firearms arrest,"Ladegeräte""",Chargers',Cargadores,Chargeurs»,充电器
1464,2,Tuberville sounds alarm as Vikings' male cheerleaders spark debate on social media,Cheerleader,cheerleaders,Porristas,pom-pom girls,啦啦队员
1465,2,An anonymous chef serves up stories of food and flings,Küchenchef,chef,chef,Chef,厨厨厨
1466,2,Private chefs are spilling the culinary secrets of the super-rich,Küchenchefs,chefs,chefs,Chefs,厨师 厨师
1467,2,New laser “comb” can enable rapid identification of chemicals with extreme precision,Chemikalien,chemicals,productos químicos,produits chimiques,化学品化学品
1468,2,"Cincinnati assault: Police chiefs rip leaders over bail laws, ‘gaps in the judicial process’",Häuptlinge,chiefs,jefes,Chefs,酋长长
1469,2,Ex-Adams aide allegedly tried to give reporter a wad of cash hidden in a potato chip bag,Chip,chip,chip,puce,芯芯片
1470,2,Christie Brinkley admits forever might be too long for modern marriage,"Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",Christie,Christie,Christie,克里斯蒂
1471,2,Chuck Todd warns America is heading towards a 'cold civil war' as redistricting battle continues,"- Chuck. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",Chuck,Chuck,- C'est bon. - C'est bon.,恰克
1472,2,"Hostility against churches a 'growing trend,' as study finds hundreds of attacks on U.S. churches in 2024",Kirchen,churches,iglesias,églises,教堂教堂
1473,2,"Montana bar shooting suspect could return to town, state AG says, citing 'concern for the public'",unter Hinweis auf,citing,citando,citant,引用引用
1474,2,"Top DHS official calls citizenship test 'too soft,' urges major overhaul of naturalization process",Staatsangehörigkeit,citizenship,ciudadanía,citoyenneté,公民身份公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民 公民
1475,2,"Ex-LA fire chief lodges claim against city, accusing mayor Karen Bass of 'smear campaign'",Antrag,claim,reclamación,réclamation,索偿
1476,2,"WNBA reaches historic single-season attendance milestone after rise of Caitlin Clark, other stars","- Clark. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",Clark,Clark,C'est Clark.,克拉克
1477,2,Dems face scrutiny over congressional representation gaps in blue states: 'Don't have clean hands',sauber,clean,limpiar,Nettoyer,清洁
1478,2,"Comer subpoenas the Clintons, Trump's DOJ in House Oversight's Epstein probe",Clintons,Clintons,Clintons,Clintons,克林顿
1479,2,"Jillian Michaels accuses CNN of 'lying,' 'smearing' her after viral slavery debate","L 347 vom 20.12.2013, S. 671.",CNN,CNN,CNN,CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN 有
1480,2,Bolivia’s crazy kingdom of coca,Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain/Kokain,coca,coca,coca,古柯
1481,2,Blighty newsletter: The Tories go cold on the gig economy,kalt,cold,frío,froid,冷冷
1482,2,NASCAR driver Connor Zilisch breaks collarbone after hard fall in Victory Lane,Schlüsselbein,collarbone,clavícula,Clavicule,锁骨
1483,2,"Álvaro Uribe, a former president of Colombia, is convicted",Kolumbien,Colombia,Colombia,Colombie,哥伦比亚 哥伦比亚 哥伦比亚 哥伦比亚 哥伦比亚
1484,2,Colorado deputy could face massive fine for sharing information with immigration authorities,Colorado,Colorado,Colorado,Colorado,科罗拉多
1485,2,"Anthony Richardson's agent needles Colts over QB1 decision, questions 'trust'",Färöer,Colts,Colts,Colts,固伏
1486,2,"Cancer deaths hit 'alarming' surge due to common health condition, experts say",Häufig,common,frecuentes,fréquent,常见
1487,2,Wash Post columnist says Meta's new community notes fact-checking system 'nowhere near up to the task',Gemeinschaft,community,comunidad,communauté,社区社区
1488,2,Texas company creates drones to confront school shooters in seconds,Unternehmen,company,empresa,entreprise,公司 公司
1489,2,Armenia and Azerbaijan leaders seek to ease Russian and Iranian concerns after US-brokered peace deal,Bedenken,concerns,preocupaciones,préoccupations,关注的问题(关注的问题)
1490,2,Trump confirms 2 nuclear submarines are 'in the region' to counter Russia,bestätigt,confirms,confirma,confirme,确认确认
1491,2,Texas company creates drones to confront school shooters in seconds,konfrontieren,confront,comparación,face à face,A. 面对挑战
1492,2,"Trump, Abbott vs. Newsom: Mad dash to redo congressional maps in California, Texas",Tagungswoche,congressional,Congresional,Conférence des Parties à la Convention sur l'élimination de toutes les formes de discrimination à l'égard des femmes,国会
1493,2,Congressman whose DC apartment complex was robbed blasts Democrats for criticizing Trump crime crackdown,Abgeordneter,Congressman,Congresista,Député,国会议员
1494,2,Can a home-grown telecoms firm connect South Sudan to the world?,verbinden,connect,conectar,se connecter,连接连接
1495,2,NASCAR driver Connor Zilisch breaks collarbone after hard fall in Victory Lane,Connor (S). - (EN) Herr Präsident!,Connor,Connor,Connor,康纳
1496,2,Conservative 'playbook' to beat Democrats in court outlined in senator's new book,Konservativ,Conservative,Conservadores,Conservateur,保守
1497,2,New Jersey man missing in Grand Canyon 'mega-fire' as search efforts continue week later,Weiter,continue,continuar,poursuivre,续续
1498,2,Chuck Todd warns America is heading towards a 'cold civil war' as redistricting battle continues,weiter,continues,continúa,continue,继续
1499,2,Cowboys owner blames Micah Parsons’ agent for stalled contract negotiations: ‘Told us to stick it up our a--’,Vertrag,contract,contrato,contrat,合同合同合同合同合同
1500,2,Jeanine Pirro says current DC justice system 'isn't cutting it' as Trump takes federal control,Kontrolle,control,control,contrôle,控制控制
1501,2,TIMELINE: Evolution of Mamdani's defunding police rhetoric to this week's 'damage control',"Kontrolle""",control',control',contrôle»,控制控制'
1502,2,Sydney Sweeney jeans controversy making advertising great again,Kontroverse,controversy,controversia,controverse,争议
1503,2,Connecticut teacher fears classroom cross dispute could cost her job,Kosten,cost,Costo,Coût,成本成本成本
1504,2,Pakistan’s army chief is cosying up to Donald Trump,Gemütlichkeit,cosying,acogimiento,Cosmétiques,正在读取
1505,2,"Cow’s milk, as well as Russian oil, fuels the US-India trade war",Kühe,Cow’s,Vaca,Vaches,奶牛
1506,2,'Bachelor' couple Sean and Catherine Lowe push back on Ozempic craze: ‘There's a healthier route’,Craze,craze,craze,C'est la folie.,暴动
1507,2,Bolivia’s crazy kingdom of coca,verrückt,crazy,loco,C'est fou.,疯狂
1508,2,How AI could create the first one-person unicorn,erstellen,create,crear,créer,创建创建创建创建
1509,2,"Mookie Betts credits teammates, Dodgers faithful for supporting him through rough 2025 season",Kredite,credits,Créditos,Crédits ouverts,贷项
1510,2,Crowds on Demand CEO provides insight as paid protester requests up 400% under Trump,Massen,Crowds,Crowds,Coupoles,人群数
1511,2,Private chefs are spilling the culinary secrets of the super-rich,kulinarisch,culinary,culinario,culinaire,食 食 餐
1512,2,Jet ski rescue saves 6 people at beach as one dies in dramatic rip current incident,Aktuell,current,corriente,actuel,当前
1513,2,Priced out in Las Vegas? 5 costly steaks that can cut into tourists' wallets,Schnitt,cut,cortar,Couper,剪切剪切
1514,2,Tennessee manhunt for quadruple murder suspect tied to ‘targeted attack’ after baby found abandoned: DA,RECHTSSACHE 28/63 — URTEIL,DA,DA,États-Unis d'Amérique,达 达 达 达 达 达 达 达
1515,2,Indonesia’s new president has daddy issues,Papa,daddy,Papá.,Papa.,爸爸( 爸爸)
1516,2,"Swimming pools are cauldrons of envy, danger and lust",Gefahren,danger,peligro,danger,危险危险
1517,2,"Cancer deaths hit 'alarming' surge due to common health condition, experts say",Todesfälle,deaths,muertes,décès,死亡死亡
1518,2,Fear the deficit-populism doom loop,Defizitpopulismus,deficit-populism,déficit-populismo,déficit-populisme,缺乏的民-民-民-反
1519,2,Degrees of freedom? Harvard’s shakedown dilemma,Grade,Degrees,Títulos,Diplômes,度度
1520,2,Brett Favre praises fellow Hall of Famer Deion Sanders after cancer news: 'He's a grinder',Deion,Deion,Deion,Déion,下沉
1521,2,"Ohio Democrat Sherrod Brown makes it official, challenging Trump ally in key Senate battle",Demokratisch,Democrat,Demócrata,Démocrates,民主民主党
1522,2,Devil’s Den witnesses describe suspect’s ‘death stare’ minutes before murders: report,Großbuchstaben,Den,Den,Den,丹
1523,2,Chargers' Denzel Perryman released without charges after firearms arrest,Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel/Denzel,Denzel,Denzel,Denzel,丹泽
1524,2,Colorado deputy could face massive fine for sharing information with immigration authorities,Stellvertreter,deputy,adjunto,adjoint,副副副手
1525,2,The message about motherhood the media desperately wants you to miss,verzweifelt,desperately,Desesperadamente.,désespérément,极度绝望
1526,2,Idaho police chief reveals new details about Bryan Kohberger student murder investigation,Einzelheiten,details,detalles,détails,详细细节
1527,2,"Leonardo DiCaprio, 50, calls himself 'emotionally 32' in candid interview on aging",DiCaprio,DiCaprio,DiCaprio,DiCaprio,迪卡普里奥
1528,2,Liberal Uruguay and the right to die,sterben,die,morir,mort,死 死
1529,2,The four years when old New York died and a new one was born,gestorben,died,Murió.,mort,死 死 死
1530,2,The boss of SAP on Europe’s botched approach to digital sovereignty,digital,digital,digital,numérique,数字数字
1531,2,Degrees of freedom? Harvard’s shakedown dilemma,Dilemma,dilemma,dilema,dilemme,进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进进
1532,2,Pierce Brosnan would consider James Bond return if director had 'something up his sleeve',Direktor,director,director,réalisateur,主任 主任
1533,2,WWE legend's daughter dishes on life-changing injuries she suffered on roller coaster ride,Geschirr,dishes,platos,vaisselle,盘子
1534,2,'Not a politician': Father of young cancer survivor DJ Daniel runs for Texas 18th district seat,Bezirk,district,distrito,district,区区
1535,2,Teacher accused of Arkansas hiking murders bounced between 4 districts in 3 states,Bezirke,districts,distritos,districts,区区
1536,2,Kelly Clarkson remained protective of ex Brandon Blackstock despite legal battle and messy divorce,Scheidung,divorce,divorcio,divorce,离婚离婚离婚 离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚离婚
1537,2,DJ Alison Wonderland slams social media users over sexualized comments on Shaq photo: 'Loser behavior',DJ,DJ,DJ,JJ,DJ DJ
