,count,example,word-de,word-en,word-zh
368,2,"Faktencheck: Ist Russlands ""Global Fact-Checking Network"" glaubwürdig?",Fact-Checking,Fact-Checking,Fact Checking fact checking.
369,2,Fehde zwischen Musk und Trump geht in die nächste Runde,Fehde,Feuds,仇恨之战
370,2,Verfahren um Kriegsverbrechen: Anwälte fordern Freispruch in Folterprozess gegen Arzt,fordern,demand,要求... 要求...
371,2,Merz fordert von Netanjahu mehr Hilfe für den Gazastreifen,fordert,Calls,要求...
372,2,Friedrich Merz reist selbstbewusst zu Donald Trump,Friedrich,Frederick,弗里德里希
373,2,An der Kasse mit PayPal bezahlen: Wie funktioniert es?,funktioniert,works,起作用了
374,2,Niederlande: Geert Wilders lässt Regierungskoalition platzen,Geert,Geered,接收到的
375,2,Marktbericht: Aktien bleiben gefragt wie nie,gefragt,asked,问吧
376,2,Trotz Gerichtsentscheidung: Dobrindt hält an Zurückweisungen fest,Gerichtsentscheidung,Court decision,法庭判决书
377,2,11KM-Podcast: Germanische Neue Medizin - eine tödliche Lehre,Germanische,Germanic,日耳曼语
378,2,"Warum der ""Bau-Turbo"" des Bauministeriums ins Stottern gerät",gerät,Number of cases,跌落... ...
379,2,"Japanische Mondmission ""Resilience"" ist gescheitert",gescheitert,Failed,失敗了
380,2,Verteilzentren für humanitäre Hilfe im Gazastreifen geschlossen,geschlossen,closed,关门了
381,2,Mann in Bayern nach Infektion mit Borna-Virus gestorben,gestorben,Died,死了
382,2,Mentale Gesundheit: Das kann der mentalen Gesundheit helfen,Gesundheit,Health,- 健康 - 健康 - 健康
383,2,Maja T. wegen andauernder Untersuchungshaft in Hungerstreik getreten,getreten,Stepped,踢啊!
384,2,Millionen Menschen laut Studie als Kind Opfer von sexueller Gewalt,Gewalt,Violence,"暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力"
385,2,"Faktencheck: Ist Russlands ""Global Fact-Checking Network"" glaubwürdig?",glaubwürdig,Believable,可信度很高
386,2,"Faktencheck: Ist Russlands ""Global Fact-Checking Network"" glaubwürdig?",Global,Global,全球化
387,2,"Russland greift massiv an, die Ukraine attackiert Flugplätze",greift,grips,"抓住它,抓住它"
388,2,Gericht erklärt Zurückweisung Asylsuchender hinter Grenze für rechtswidrig,Grenze,Boundary,国界线
389,2,Türkei: Steht die größte Oppositionspartei CHP vor dem Aus?,größte,Largest,"最大的,最大的."
390,2,"Haare glätten: ""Eine Kundin hat ihre Haare mit einem Bügeleisen geglättet""",Haare,Hair,头发
391,2,"""Islamischer Staat"": Jugendlicher unter Anfangsverdacht, IS-Symbole geteilt zu haben",haben,have,. . . .
392,2,Dobrindt plant sichere Herkunftsländer per Rechtsverordnung,Herkunftsländer,Countries of origin,原籍国
393,2,Ukraine-Liveblog: ++ Ukraine und Russland verhandeln heute in Istanbul ++,heute,today,今天...
394,2,Erneut Berichte über Schüsse bei Hilfszentrum im Gazastreifen,Hilfszentrum,Help Centre,救援中心
395,2,Präsidentenwahl: Südkorea hofft auf Stabilität nach dem Chaos,hofft,Hopes,希望是
396,2,Illegale Absprachen: Delivery Hero muss hohe Kartellstrafe zahlen,hohe,"high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high,",高高在上
397,2,Ukraine-Liveblog: ++ Ukraine und Russland verhandeln heute in Istanbul ++,Istanbul,Istanbul,伊斯坦布尔
398,2,DFB-Verteidiger Jonathan Tah und seine besondere Verbindung zur Côte d'Ivoire,Jonathan,Jonathan,Jonathan Jonathan.
399,2,Russland: Julia Nawalnaja startet neuen Fernsehsender für die Pressefreiheit,Julia,Julia,朱丽叶.
400,2,Bagdads junge Unternehmer zwischen Hoffnung und Frustration,junge,Young,年轻人
401,2,Deutsch-ungarischer Justiz-Skandal: Maja T. im Hungerstreik,Justiz-Skandal,Judicial scandal,司法丑闻
402,2,Mehr als 31.000 Menschen in Kanada fliehen vor den Flammen,Kanada,Canada,"加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大,加拿大."
403,2,An der Kasse mit PayPal bezahlen: Wie funktioniert es?,Kasse,Cashier's account,"收银机,收银机,收银机"
404,2,Ukraine-Liveblog: ++ Tote und Verletzte nach Angriffen auf Kiew ++,Kiew,Kiev,"基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅,基辅"
405,2,Kind angegriffen: Nach Angriff auf Elfjährigen: Mann stellt sich,Kind,Child,孩子
406,2,"Antrittsbesuch in den USA: Merz will auf mögliche Konfrontation mit Trump ""sehr klar"" antworten",klar,Clear,清楚了吗?
407,2,Wie Bundestagspräsidentin Klöckner ihr neues Amt ausübt,Klöckner,Fowls of the species Gallus domesticus,卷饼机
408,2,Biontech: Kooperation mit US-Firma BMS,Kooperation,Cooperation,合作
409,2,Neuregelung tritt in Kraft: Mutterschutz nach Fehlgeburt wird ausgeweitet,Kraft,Force,力量
410,2,Drei Tote bei Brand in Hamburger Krankenhaus,Krankenhaus,Hospital,"医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院,医院"
411,2,Lee Jae Myung: Er muss ein tief gespaltenes Land vereinen,Land,Country,陆地
412,2,Lebensmittel: Kaffeepreis steigt deutlich stärker als Inflation,Lebensmittel,Foodstuffs,"食物,食物,食物,食物,食物,食物,食物,食物,食物,食物,食物"
413,2,11KM-Podcast: Germanische Neue Medizin - eine tödliche Lehre,Lehre,Teaching,"教书,教书"
414,2,Annalena Baerbock übernimmt Leitung der UN-Vollversammlung,Leitung,Management,接线员
415,2,Polen: Was Deutschland aus der Wahl eines rechten Präsidenten lernen kann,lernen,learning,學著點
416,2,"Elbvertiefung: Der tägliche Newsletter aus Hamburg: Eine Bücherstube, die bis auf die letzte Holzlatte abgebaut wird",letzte,last,最近一次
417,2,Nach der Staatskrise: Linker Lee Jae Myung wird neuer Präsident Südkoreas,Linker,Left,左轉! 左轉!
418,2,Liveblog USA: ++ Merz sieht Bewegung in USA bei Russland-Sanktionen ++,Liveblog,Liveblog,Liveblog
419,2,"Wirtschaft und Steuern: ""Zeit ist knapp"": Auch Länder wollen Tempo bei Entlastungen",Länder,Countries,国家? 国家?
420,2,Trump verbietet Bürgern aus zwölf Ländern die Einreise,Ländern,Countries,国家? 国家?
421,2,Fall Madeleine McCann: Neue Suche im Fall Maddie - Viele Fragen offen,Maddie,Maddie,Maddie Maddie
422,2,Automobilmarkt: Teslas Absatz sinkt auch im Mai,Mai,May,五月
423,2,Russland stellt in Memorandum Maximalforderungen an die Ukraine,Maximalforderungen,Maximum requirements,最大限度的挑战
424,2,11KM-Podcast: Germanische Neue Medizin - eine tödliche Lehre,Medizin,Medicine,医学院的医学院
425,2,Russland stellt in Memorandum Maximalforderungen an die Ukraine,Memorandum,Memorandum,備忘錄
426,2,Weg vom Achtstundentag: Wie viel Arbeit verkraftet der Mensch?,Mensch,Human,人类
427,2,Migrationspolitik: Zunächst abgewiesene Migranten nun in Berlin,Migranten,Migrants,移徙者
428,2,Wie Frankreichs Milliardäre die Politik beeinflussen,Milliardäre,Billionaires,亿万富翁们
429,2,So viele Millionäre weltweit wie noch nie,Millionäre,Millionaires,百万富翁们
430,2,Justizministerkonferenz: Minister verurteilen Angriffe auf Justiz - Dulden wir nicht,Minister,Minister,大臣 Minister.
431,2,Ministerpräsidentenkonferenz: Rhein: Geld für Straßen und Schienen muss rasch ankommen,Ministerpräsidentenkonferenz,Conference of Prime Ministers,总理会议
432,2,Wetter: Teils Gewitter und Hagel am Montag,Montag,Monday,星期一
433,2,"Die mutige Prinzessin, die den Nazis trotzte",mutige,Courageous,勇敢的人
434,2,Musk-Freund soll doch nicht NASA-Chef werden,NASA-Chef,NASA Chief,太空总署局长
435,2,Nawrocki-Sieg in Polen: Tusk will Vertrauensfrage stellen,Nawrocki-Sieg,Nawrocki Victory,纳瓦基 - 胜利
436,2,"Die mutige Prinzessin, die den Nazis trotzte",Nazis,Nazis,纳粹党
437,2,Deutschland: Rassismus und Sexismus nehmen zu,nehmen,Take,取走...
438,2,"Faktencheck: Ist Russlands ""Global Fact-Checking Network"" glaubwürdig?",Network,Network,网络网络
439,2,"Elbvertiefung: Der tägliche Newsletter aus Hamburg: Eine Bücherstube, die bis auf die letzte Holzlatte abgebaut wird",Newsletter,Newsletter,新闻记者
440,2,Marktbericht: Aktien bleiben gefragt wie nie,nie,never,从来没有过
441,2,Migrationspolitik: Zunächst abgewiesene Migranten nun in Berlin,nun,now,现在...
442,2,USA: Robert Habeck soll offenbar Gastdozent an US-Uni Berkeley werden,offenbar,apparently,"显然,很明显的,"
443,2,Tigermücken: Plagegeister ohne Eier,ohne,without,"没有了它,就没有了它."
444,2,Millionen Menschen laut Studie als Kind Opfer von sexueller Gewalt,Opfer,Victims,牺牲品
445,2,An der Kasse mit PayPal bezahlen: Wie funktioniert es?,PayPal,PayPal,佩帕尔 (PayPal)
446,2,Dobrindt plant sichere Herkunftsländer per Rechtsverordnung,per,per,通过... ... 通过...
447,2,Bundeswehr braucht laut Pistorius bis zu 60.000 zusätzliche Soldaten,Pistorius,Pistorius,Pistorius Pistorius
448,2,Niederlande: Geert Wilders lässt Regierungskoalition platzen,platzen,burst,爆炸了
449,2,"Steinmeier kritisiert ""Populismus"" der Trump-Regierung",Populismus,Populism,民粹主义
450,2,"Die mutige Prinzessin, die den Nazis trotzte",Prinzessin,Princess,公主殿下
451,2,Asien: Südkorea wählt einen neuen Präsidenten,Präsidenten,Presidents,总统
452,2,AfD und radikale Christen: Traum von anderer Gesellschaft,radikale,Radical,激进的激进分子
453,2,Rauer Ton zwischen USA und China beim Shangri-La Dialog,Rauer,Rough,啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊
454,2,"""Lächerlich und falsch"": Biden reagiert auf neue Vorwürfe Trumps",reagiert,responds,回应了
455,2,Streit über EU-Reform: Werden Rechte für Fluggäste geschwächt?,Rechte,Rights,"右边,右边"
456,2,Rechtskonservativer Nawrocki gewinnt Präsidentschaftswahl in Polen,Rechtskonservativer,Legal-conservative,法律保守主义者
457,2,News kompakt: Rechtsnationalist wird Präsident in Polen,Rechtsnationalist,Legal nationalist,右翼民族主义者
458,2,Dobrindt plant sichere Herkunftsländer per Rechtsverordnung,Rechtsverordnung,Legal regulation,法律法规
459,2,Friedrich Merz reist selbstbewusst zu Donald Trump,reist,travels,旅行
460,2,Weltpremiere: Mexikaner bestimmen die Richter des Landes,Richter,Judge,法官
461,2,Selenskyj feiert Angriffe gegen russische Militärflughäfen,russische,Russian,俄国佬
462,2,Notfälle: Baukran umgefallen - hoher Schaden,Schaden,Damage,损害了我们的安全
463,2,Mails mit Bombendrohung: Innenminister verurteilt Drohmails an Schulen,Schulen,Schools,"学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校,学校"
464,2,Erneut Berichte über Schüsse bei Hilfszentrum im Gazastreifen,Schüsse,Shots,枪声
465,2,NATO beschließt größtes Aufrüstungsprogramm seit Jahrzehnten,seit,since,从那时起
466,2,Europäische Zentralbank: EZB senkt Zinsen im Euroraum erneut,senkt,Lowers,降到最低
467,2,Massenproteste in Serbien vor neuem Höhepunkt?,Serbien,Serbia,塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚 塞尔维亚
468,2,Rauer Ton zwischen USA und China beim Shangri-La Dialog,Shangri-La,Shangri-La,香格里拉
469,2,Unterrichtsausfall: Protest gegen Kürzungen - Minister will Stundentafel sichern,sichern,Secure,确保安全
470,2,Labour-Partei siegt bei Nachwahl in Schottland überraschend,siegt,wins,征服者是胜利者
471,2,"Paul Ziemiak: ""Die wissen nicht, was Bravo Hits sind""",sind,are,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
472,2,"EZB: Inflation sinkt, doch Währungshüter verlieren an Vertrauen",sinkt,Lowers,"下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉,下沉"
473,2,Stahlbranche: Thyssenkrupp Steel will Sozialplan für Stellenabbau,Sozialplan,Social plan,社会计划
474,2,Nach der Staatskrise: Linker Lee Jae Myung wird neuer Präsident Südkoreas,Staatskrise,State crisis,国家危机
475,2,Präsidentenwahl: Südkorea hofft auf Stabilität nach dem Chaos,Stabilität,Stability,稳定的稳定性.
476,2,"Im ""Social Bus"" werden Bürger vor Ort beraten statt im Amtszimmer",statt,for,代替它
477,2,Kriminalität in Düren: Einbrecher steckt im Versteck fest - Festnahme,steckt,stuck,被卡住的
478,2,Stahlbranche: Thyssenkrupp Steel will Sozialplan für Stellenabbau,Steel,Steel,铁球
479,2,"Steinmeier kritisiert ""Populismus"" der Trump-Regierung",Steinmeier,Steinmeier,石头盒.
480,2,Stahlbranche: Thyssenkrupp Steel will Sozialplan für Stellenabbau,Stellenabbau,Decreasing the number of jobs,裁员
481,2,Grenzkontrollen: Niederlande sperren Straßen wegen deutscher Grenzkontrollen,Straßen,Roads,"街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,街道,道路,街道,街道,街道,道路,道路,道路,道路,道路,道路,道路,道路,道路,道路,道路"
482,2,Marktbericht: Unruhe an der Wall Street,Street,Street,街道上.
483,2,Lebensmittel: Kaffeepreis steigt deutlich stärker als Inflation,stärker,Stronger,更强大
484,2,DFB-Verteidiger Jonathan Tah und seine besondere Verbindung zur Côte d'Ivoire,Tah,Tah,{\fn黑体\fs22\bord1\shad0\3aHBE\4aH00\fscx67\fscy66\2cHFFFFFF\3cH808080}嗯... ... {\fnarial black\fs12\bord1\shad0\4aH00\fscx90\fscy110}Uh...
485,2,Schuttberg auf Blatten teils 100 Meter hoch,teils,Partially,一部分是部分的
486,2,Terrorismus: 14-Jähriger unter Terrorverdacht - Weihnachtsmarkt als Ziel?,Terrorverdacht,Suspected of terror,恐怖分子的罪名
487,2,Der heimatlose Deutsche: 150 Jahre Thomas Mann,Thomas,Thomas,汤玛斯
488,2,Stahlbranche: Thyssenkrupp Steel will Sozialplan für Stellenabbau,Thyssenkrupp,Thyssenkrupp,泰森库普
489,2,Rauer Ton zwischen USA und China beim Shangri-La Dialog,Ton,Sound,音响
490,2,AfD und radikale Christen: Traum von anderer Gesellschaft,Traum,Dream,梦境
491,2,Trump gegen Musk: Wen die Fehde wie finanziell treffen kann,treffen,meeting,见过面了
492,2,"Die mutige Prinzessin, die den Nazis trotzte",trotzte,Defeat,"反对,反对,反对,反对,反对,反对,反对,反对,反对,反对,反对,反对,反对,反对,反对和反对"
493,2,"Steinmeier kritisiert ""Populismus"" der Trump-Regierung",Trump-Regierung,Trump administration,特朗普政府
494,2,"Elbvertiefung: Der tägliche Newsletter aus Hamburg: Eine Bücherstube, die bis auf die letzte Holzlatte abgebaut wird",tägliche,daily,每天都有
495,2,11KM-Podcast: Germanische Neue Medizin - eine tödliche Lehre,tödliche,fatal,致命一击
496,2,Mehrere Oppositions-Bürgermeister in der Türkei suspendiert,Türkei,Turkey,"土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其和土耳其."
497,2,Was über den ukrainischen Drohnenangriff bekannt ist,ukrainischen,Ukrainian,乌克兰人
498,2,UN-Generalversammlung: Baerbock zur Präsidentin gewählt,UN-Generalversammlung,UN General Assembly,联合国大会
499,2,Annalena Baerbock übernimmt Leitung der UN-Vollversammlung,UN-Vollversammlung,UN General Assembly,联合国大会全会
500,2,Unabhängigkeitskampf in Cabinda: Der Druck auf Angola nimmt zu,Unabhängigkeitskampf,The struggle for independence,独立斗争
501,2,Unbekannter Stoff verletzt mehrere DHL-Mitarbeiter in Bayern,Unbekannter,Unknown,无名小卒
502,2,Biontech: Kooperation mit US-Firma BMS,US-Firma,US company,美国公司
503,2,Marktbericht: US-Märkte drehen noch nach oben,US-Märkte,US markets,美国国务卿
504,2,US-Präsident Trump geht auf Distanz zu Tech-Milliardär Musk,US-Präsident,US President,美国总统
505,2,Arbeitsagentur: Andrea Nahles erwartet 90.000 fehlende Jobs durch US-Zollpolitik,US-Zollpolitik,US Customs Policy,美国国务院政策
506,2,Klinik-Brand in Hamburg: Verdächtiger in Psychiatrie eingewiesen,Verdächtiger,Suspect,嫌犯是嫌犯
507,2,Weg vom Achtstundentag: Wie viel Arbeit verkraftet der Mensch?,verkraftet,with a weight of not more than 10 g/m2 and a weight of not more than 10 g/m2,撑得住的
508,2,Deutschland und Polen wollen Zusammenarbeit vertiefen,vertiefen,Deepen,更深层的洞察力
509,2,Deutschlandtrend: Vertrauen in USA und Israel schwindet,Vertrauen,Confidence,信任
510,2,Nawrocki-Sieg in Polen: Tusk will Vertrauensfrage stellen,Vertrauensfrage,Question of confidence,信任问题
511,2,Bonner Landgericht verurteilt Cum-Ex-Kronzeugen zu Bewährungsstrafe,verurteilt,Convicted,判刑
512,2,Antisemitische Vorfälle in Deutschland nehmen stark zu,Vorfälle,Incidents,事故发生后
513,2,Präsidentenwahl in Polen: Rechtskonservativer Nawrocki liegt knapp vorn,vorn,front,前面
514,2,"""Lächerlich und falsch"": Biden reagiert auf neue Vorwürfe Trumps",Vorwürfe,Allegations,怪罪於我
515,2,Polen: Was Deutschland aus der Wahl eines rechten Präsidenten lernen kann,Wahl,Election,选择权在他们手里
516,2,Marktbericht: Unruhe an der Wall Street,Wall,Wall,墙壁
517,2,So viele Millionäre weltweit wie noch nie,weltweit,World,全球化
518,2,Prozess gegen Sean Combs: Wer solche Freunde hat,Wer,Who,谁是谁?
519,2,Globale Krisen: Nachhaltigkeit bei Konzernen weniger wichtig?,wichtig,important,很重要的
520,2,Forschung: Wo Biotech-Start-ups Lösungen für die Zukunft entwickeln,Wo,Where,在哪里?
521,2,Zahl antisemitischer Vorfälle erneut stark gestiegen,Zahl,Number,数字
522,2,Ukraine-Liveblog: ++ Ukraine wirft Kreml Spiel auf Zeit vor ++,Zeit,Time,时间不多了
523,2,Globale Zusammenarbeit in turbulenten Zeiten sichern,Zeiten,Periods,时光飞逝
524,2,Terrorismus: 14-Jähriger unter Terrorverdacht - Weihnachtsmarkt als Ziel?,Ziel,Objective,目标是...
525,2,Europäische Zentralbank: EZB senkt Zinsen im Euroraum erneut,Zinsen,Interest,利息.
526,2,Gericht erklärt Zurückweisung Asylsuchender hinter Grenze für rechtswidrig,Zurückweisung,Rejection,拒绝
527,2,Annalena Baerbock übernimmt Leitung der UN-Vollversammlung,übernimmt,Takes over,接管公司
528,1,Spektakuläres Bauvorhaben: Premiere geglückt: Neuer A45-Brückenkoloss ist verschoben,-Brückenkoloss,-Bridge colossus,- 桥梁的缺口
529,1,"Schauspieler: Orlando Bloom offen für neuen ""Fluch der Karibik""-Film",-Film,-Film,- 电影
530,1,"15-Minuten-Podcast: Grenzkontrollen, Tiefe vom Schwimmbecken, DIN-Normen",-Minuten-Podcast,-Minute podcast,- 分钟播音员播音员
531,1,"Linken-Abgeordnete Köktürk muss Plenarsaal wegen ""Palestine""-Shirt verlassen",-Shirt,-shirt,- 衬衫
532,1,Feuer in Wohnhaus: Brand mit mehreren Verletzten in Aachen,Aachen,Aachen,Aachen Aachen
533,1,"Merz bei Trump im Oval Office: Ein freundliches, aber einseitiges Treffen",aber,but,但是...
534,1,"Elbvertiefung: Der tägliche Newsletter aus Hamburg: Eine Bücherstube, die bis auf die letzte Holzlatte abgebaut wird",abgebaut,Degraded,被拆散了
535,1,Warum die Abgeordneten über ihre eigenen Diäten abstimmen,Abgeordneten,Members of the European Parliament,议员先生
536,1,Vergleich der OECD: Deutsche Wirtschaft weiter abgeschlagen,abgeschlagen,Dejected,撤消了
537,1,Migrationspolitik: Zunächst abgewiesene Migranten nun in Berlin,abgewiesene,Rejected,拒绝接受
538,1,"Pfingstkongress des ""Coburger Convent"" - Keine Abgrenzung zur AfD?",Abgrenzung,Demarcation,分界線
539,1,Automobilmarkt: Teslas Absatz sinkt auch im Mai,Absatz,Article,段落
540,1,Illegale Absprachen: Delivery Hero muss hohe Kartellstrafe zahlen,Absprachen,Agreements,协议书
541,1,Warum die Abgeordneten über ihre eigenen Diäten abstimmen,abstimmen,Vote,投票表决
542,1,Unwetter im Süden: Ryanair-Maschine gerät in Turbulenzen - acht Verletzte,acht,eight,8个
543,1,"Was bringt es, auf den Blutzucker zu achten?",achten,8.,"八,二,三,四,四,三,四,四,四,四,四,四,四,四,四,四,四,四,四,四,四,四,四,四,四,四,四,八,八,八,八,八,八"
544,1,Landtagswahl: AfD-Chef: Wollen regieren und Ministerpräsidenten stellen,AfD-Chef,AfD Chief,AfD 首席执行官
545,1,Name von schwulem Aktivisten auf US-Kriegsschiff soll gestrichen werden,Aktivisten,Activists,活跃分子
546,1,Atomenergie: Tschechien unterzeichnet Vertrag über Bau von AKW-Blöcken,AKW-Blöcken,Nuclear power stations,AKW龙卷风
547,1,Warum Aldi Süd das Fleisch jetzt nach Farben sortiert,Aldi,Aldi,Aldi Aldi.
548,1,Algen überschwemmen karibische Strände,Algen,Algae,"藻类,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻,海藻"
549,1,Alle Kriterien erfüllt: Bulgarien kann 2026 den Euro einführen,Alle,All,每个人
550,1,Alabali-Radovan: Lage in Gaza vor allem für Kinder katastrophal,allem,All,所有东西
551,1,Bundeswehr: Es war nicht alles schön,alles,all,任何事
552,1,US-Zollpolitik: Zölle auf Stahl und Aluminium verdoppeln sich,Aluminium,Aluminium,铝化合物
553,1,Kartellamt sieht Amazons Preisvorgaben für Händler kritisch,Amazons,Amazon,亚马逊州
554,1,Wie Bundestagspräsidentin Klöckner ihr neues Amt ausübt,Amt,Office,办公室
555,1,"Im ""Social Bus"" werden Bürger vor Ort beraten statt im Amtszimmer",Amtszimmer,Office,办公室办公室
556,1,Maja T. wegen andauernder Untersuchungshaft in Hungerstreik getreten,andauernder,(continued),越是努力工作
557,1,Elbvertiefung: Der tägliche Newsletter aus Hamburg: Wie der Rapper Sherlock F. eine andere Geschichte Hamburgs erzählt,andere,Other,其它方面呢?
558,1,Arbeitsagentur: Andrea Nahles erwartet 90.000 fehlende Jobs durch US-Zollpolitik,Andrea,Andrea,Andrea... Andrea...
559,1,"Kommentar zum ""Investitions-Booster"": Ein guter Anfang",Anfang,Start,从头开始
560,1,"""Islamischer Staat"": Jugendlicher unter Anfangsverdacht, IS-Symbole geteilt zu haben",Anfangsverdacht,Initial suspicion,初步推测
561,1,Jahresbericht 2024: Anfragen wegen Diskriminierung auf Höchststand,Anfragen,Questions,要求要求
562,1,Kind angegriffen: Nach Angriff auf Elfjährigen: Mann stellt sich,angegriffen,Attacked,被攻击了
563,1,Marktbericht: Anleger lassen es ruhiger angehen,angehen,approach,散散步吧
564,1,BGH: Erfolgshonorar nur für angetretenen Auslandsstudienplatz,angetretenen,Date of entry into force (if different from the date of entry into force (if different from the date of entry into force (if different from the date of entry into force)),排成一列
565,1,Ukraine-Liveblog: ++ Tote und Verletzte nach Angriffen auf Kiew ++,Angriffen,Attacks,攻击
566,1,Ministerpräsidentenkonferenz: Rhein: Geld für Straßen und Schienen muss rasch ankommen,ankommen,arrival,到达了
567,1,Marktbericht: Anleger lassen es ruhiger angehen,Anleger,Investors,投資人
568,1,Antisemitische Vorfälle in Deutschland nehmen stark zu,Antisemitische,Anti-Semitic,反犹太主义者
569,1,Zahl antisemitischer Vorfälle erneut stark gestiegen,antisemitischer,antisemitic,反犹太的反犹主义者
570,1,"Antrittsbesuch in den USA: Merz will auf mögliche Konfrontation mit Trump ""sehr klar"" antworten",antworten,Reply,回答我的问题
571,1,Verfahren um Kriegsverbrechen: Anwälte fordern Freispruch in Folterprozess gegen Arzt,Anwälte,Lawyers,"律师,律师"
572,1,Bürgerforschungsprojekt: Apfelbäume blühen immer früher,Apfelbäume,Apple trees,苹果苹果
573,1,Arbeitsagentur: Andrea Nahles erwartet 90.000 fehlende Jobs durch US-Zollpolitik,Arbeitsagentur,Employment Agency,工作代理公司
574,1,Israels Armee birgt zwei israelische Tote aus Gazastreifen,Armee,Army,军队
575,1,Verfahren um Kriegsverbrechen: Anwälte fordern Freispruch in Folterprozess gegen Arzt,Arzt,Doctor,医生
576,1,Vulkan auf Sizilien: Ätna spuckt wieder Lava und Asche,Asche,Ash,尘埃落定
577,1,Asien: Südkorea wählt einen neuen Präsidenten,Asien,Asia,"亚洲,亚洲,亚洲,亚洲,亚洲,亚洲,亚洲,亚洲,亚洲,亚洲,亚洲和亚洲."
578,1,Asyl: Dobrindt hält trotz Urteil an Zurückweisungen fest,Asyl,Asylum,庇护所
579,1,Bundesregierung bleibt bei Asylkurs - trotz massiver Kritik,Asylkurs,Asylum course,庇护课程
580,1,Asylpolitik: Regierung verschärft Migrationspolitik weiter,Asylpolitik,Asylum policy,庇护政策
